,Timestamp,Transaction Type,Asset,Quantity Transacted,Spot Price Currency,Spot Price at Transaction,Subtotal,Total (inclusive of fees and/or spread),Fees and/or Spread,Notes
1023,2021-02-10T23:23:15Z,Sell,RONIN,81,USD,3.956,320.45,325.26,4.81,Sold 81 RONIN for $325.26 USD
1024,2021-02-11T05:24:47Z,Buy,ANKR,48,USD,0.06823,3.28,3.28,0.0,Bought 48 ANKR for $3.28 USD
1025,2021-02-11T19:45:29Z,Sell,LTC,19,USD,91.75,1743.33,1769.48,26.15,Sold 19 LTC for $1769.48 USD
1026,2021-02-12T05:26:55Z,Recieve,NU,32,USD,0.3433,10.98,10.98,0.0,Recieved 32 NU from an external source
1027,2021-02-13T05:08:32Z,Recieve,RGT,97,USD,30.95,3002.09,3002.09,0.0,Recieved 97 RGT from an external source
1028,2021-02-13T13:54:45Z,Sell,NU,45,USD,0.2589,11.65,11.83,0.17,Sold 45 NU for $11.83 USD
1029,2021-02-13T18:31:56Z,Buy,LOOM,17,USD,0.1122,1.91,1.91,0.0,Bought 17 LOOM for $1.91 USD
1030,2021-02-14T11:40:31Z,Recieve,NU,44,USD,0.2232,9.82,9.82,0.0,Recieved 44 NU from an external source
1031,2021-02-15T16:11:25Z,Sell,LTC,67,USD,78.98,5291.42,5370.79,79.37,Sold 67 LTC for $5370.79 USD
1032,2021-02-17T13:46:16Z,Recieve,LOOM,54,USD,0.1541,8.32,8.32,0.0,Recieved 54 LOOM from an external source
1033,2021-02-20T13:32:30Z,Sell,NCT,62,USD,0.01764,1.09,1.11,0.02,Sold 62 NCT for $1.11 USD
1034,2021-02-23T09:23:36Z,Recieve,NU,63,USD,0.2676,16.86,16.86,0.0,Recieved 63 NU from an external source
1035,2021-02-24T16:01:39Z,Convert,HONEY,80,USD,0.1883,15.07,15.29,0.23,Converted 80 HONEY to 3.39 RONIN
1036,2021-02-24T18:22:40Z,Convert,RARE,87,USD,0.2365,20.57,20.88,0.31,Converted 87 RARE to 213.77 NU
1037,2021-02-27T08:18:31Z,Recieve,ASM,90,USD,0.14605,13.14,13.14,0.0,Recieved 90 ASM from an external source
1038,2021-02-28T05:04:06Z,Convert,HONEY,31,USD,0.9446,29.28,29.72,0.44,Converted 31 HONEY to 1732.36 SPA
1039,2021-02-28T06:18:37Z,Buy,LOOM,20,USD,0.0354,0.71,0.71,0.0,Bought 20 LOOM for $0.71 USD
1040,2021-02-28T21:37:37Z,Sell,SPA,90,USD,0.004989,0.45,0.46,0.01,Sold 90 SPA for $0.46 USD
1041,2021-03-02T08:34:41Z,Convert,SUPER,26,USD,0.11395,2.96,3.01,0.04,Converted 26 SUPER to 26.49 LOOM
1042,2021-03-02T15:03:23Z,Buy,RARE,88,USD,0.1816,15.98,15.98,0.0,Bought 88 RARE for $15.98 USD
1043,2021-03-04T04:05:52Z,Sell,LTC,71,USD,68.43,4858.56,4931.44,72.88,Sold 71 LTC for $4931.44 USD
1044,2021-03-04T07:36:56Z,Sell,NU,93,USD,0.1284,11.94,12.12,0.18,Sold 93 NU for $12.12 USD
1045,2021-03-04T18:42:48Z,Convert,LTC,19,USD,107.15,2035.77,2066.3,30.54,Converted 19 LTC to 1503.71 SUPER
1046,2021-03-05T01:12:37Z,Convert,RGT,91,USD,21.43,1950.47,1979.73,29.26,Converted 91 RGT to 18948.77 RARE
1047,2021-03-05T17:06:08Z,Convert,RONIN,0,USD,3.739,0.0,0.0,0.0,Converted 0 RONIN to 0.0 TRB
1048,2021-03-07T17:45:50Z,Recieve,LOOM,12,USD,0.0395,0.47,0.47,0.0,Recieved 12 LOOM from an external source
1049,2021-03-08T21:25:16Z,Convert,ANKR,56,USD,0.05384,3.02,3.06,0.05,Converted 56 ANKR to 1.27 BAND
1050,2021-03-09T05:17:56Z,Convert,BAND,29,USD,1.672,48.49,49.21,0.73,Converted 29 BAND to 152.77 HONEY
1051,2021-03-10T04:56:21Z,Sell,RGT,23,USD,6.41,147.53,149.74,2.21,Sold 23 RGT for $149.74 USD
1052,2021-03-10T21:43:06Z,Buy,DOGE,54,USD,0.19339,10.44,10.44,0.0,Bought 54 DOGE for $10.44 USD
1053,2021-03-11T17:48:36Z,Buy,ANKR,83,USD,0.06262,5.2,5.2,0.0,Bought 83 ANKR for $5.2 USD
1054,2021-03-13T02:25:39Z,Sell,SUPER,6,USD,0.25116,1.51,1.53,0.02,Sold 6 SUPER for $1.53 USD
1055,2021-03-14T11:36:46Z,Convert,DOGE,23,USD,0.13179,3.03,3.08,0.05,Converted 23 DOGE to 3.13 HONEY
1056,2021-03-16T06:02:42Z,Recieve,ANKR,28,USD,0.03545,0.99,0.99,0.0,Recieved 28 ANKR from an external source
1057,2021-03-16T18:11:06Z,Convert,HONEY,52,USD,0.5859,30.47,30.93,0.46,Converted 52 HONEY to 0.08 TRB
1058,2021-03-18T11:41:53Z,Buy,DOGE,53,USD,0.19653,10.42,10.42,0.0,Bought 53 DOGE for $10.42 USD
1059,2021-03-19T04:06:52Z,Recieve,NU,63,USD,0.2262,14.25,14.25,0.0,Recieved 63 NU from an external source
1060,2021-03-21T02:14:50Z,Convert,TRB,45,USD,311.35,14010.73,14220.89,210.16,Converted 45 TRB to 678128.21 SPA
1061,2021-03-21T16:38:25Z,Buy,SPA,11,USD,0.004896,0.05,0.05,0.0,Bought 11 SPA for $0.05 USD
1062,2021-03-22T17:43:18Z,Buy,HONEY,51,USD,0.241,12.29,12.29,0.0,Bought 51 HONEY for $12.29 USD
1063,2021-03-25T09:48:47Z,Buy,SUPER,86,USD,0.42032,36.15,36.15,0.0,Bought 86 SUPER for $36.15 USD
1064,2021-03-25T19:30:47Z,Sell,DOGE,10,USD,0.079,0.79,0.8,0.01,Sold 10 DOGE for $0.8 USD
1065,2021-03-26T09:31:09Z,Recieve,TRB,66,USD,141.72,9353.84,9353.84,0.0,Recieved 66 TRB from an external source
1066,2021-03-27T04:27:09Z,Buy,BAND,36,USD,2.584,93.04,93.04,0.0,Bought 36 BAND for $93.04 USD
1067,2021-03-28T10:40:34Z,Convert,NCT,20,USD,0.05363,1.07,1.09,0.02,Converted 20 NCT to 0.04 RGT
1068,2021-03-29T00:14:13Z,Sell,LOOM,25,USD,0.0636,1.59,1.61,0.02,Sold 25 LOOM for $1.61 USD
1069,2021-03-29T00:27:10Z,Buy,LTC,84,USD,96.87,8137.38,8137.38,0.0,Bought 84 LTC for $8137.38 USD
1070,2021-03-29T08:57:43Z,Recieve,TRB,66,USD,179.24,11829.98,11829.98,0.0,Recieved 66 TRB from an external source
1071,2021-03-31T02:57:47Z,Convert,ASM,44,USD,0.03343,1.47,1.49,0.02,Converted 44 ASM to 0.0 TRB
1072,2021-03-31T06:11:57Z,Recieve,RGT,65,USD,20.89,1357.69,1357.69,0.0,Recieved 65 RGT from an external source
1073,2021-04-01T05:08:37Z,Buy,DOGE,29,USD,0.14472,4.2,4.2,0.0,Bought 29 DOGE for $4.2 USD
1074,2021-04-02T04:30:13Z,Sell,SUPER,47,USD,1.48931,70.0,71.05,1.05,Sold 47 SUPER for $71.05 USD
1075,2021-04-03T07:38:49Z,Convert,RONIN,75,USD,4.076,305.69,310.28,4.59,Converted 75 RONIN to 2513.23 ASM
1076,2021-04-03T15:36:50Z,Buy,NU,27,USD,0.246,6.64,6.64,0.0,Bought 27 NU for $6.64 USD
1077,2021-04-04T16:25:06Z,Sell,ANKR,67,USD,0.02061,1.38,1.4,0.02,Sold 67 ANKR for $1.4 USD
1078,2021-04-05T01:29:41Z,Buy,DOGE,15,USD,0.17472,2.62,2.62,0.0,Bought 15 DOGE for $2.62 USD
1079,2021-04-06T01:16:45Z,Sell,SUPER,12,USD,0.98462,11.82,11.99,0.18,Sold 12 SUPER for $11.99 USD
1080,2021-04-06T07:33:22Z,Buy,DOGE,4,USD,0.16106,0.64,0.64,0.0,Bought 4 DOGE for $0.64 USD
1081,2021-04-07T05:14:18Z,Buy,ASM,67,USD,0.12166,8.15,8.15,0.0,Bought 67 ASM for $8.15 USD
1082,2021-04-07T16:31:56Z,Sell,NU,82,USD,0.1308,10.72,10.88,0.16,Sold 82 NU for $10.88 USD
1083,2021-04-08T03:29:17Z,Recieve,BAND,82,USD,0.886,72.65,72.65,0.0,Recieved 82 BAND from an external source
1084,2021-04-08T09:45:04Z,Recieve,SPA,44,USD,0.018586,0.82,0.82,0.0,Recieved 44 SPA from an external source
1085,2021-04-08T19:07:23Z,Recieve,HONEY,32,USD,0.6745,21.58,21.58,0.0,Recieved 32 HONEY from an external source
1086,2021-04-09T08:39:10Z,Sell,RONIN,18,USD,3.851,69.31,70.35,1.04,Sold 18 RONIN for $70.35 USD
1087,2021-04-10T16:47:27Z,Convert,LOOM,15,USD,0.1537,2.31,2.34,0.03,Converted 15 LOOM to 0.55 RONIN
1088,2021-04-11T16:09:50Z,Buy,RARE,52,USD,0.2057,10.7,10.7,0.0,Bought 52 RARE for $10.7 USD
1089,2021-04-14T07:40:01Z,Buy,LTC,74,USD,107.91,7985.56,7985.56,0.0,Bought 74 LTC for $7985.56 USD
1090,2021-04-15T22:02:03Z,Sell,ASM,3,USD,0.12115,0.36,0.37,0.01,Sold 3 ASM for $0.37 USD
1091,2021-04-18T14:01:06Z,Convert,NCT,59,USD,0.00816,0.48,0.49,0.01,Converted 59 NCT to 6.52 RARE
1092,2021-04-19T14:21:46Z,Recieve,RARE,99,USD,0.1276,12.63,12.63,0.0,Recieved 99 RARE from an external source
1093,2021-04-19T20:36:45Z,Convert,BAND,4,USD,1.339,5.36,5.44,0.08,Converted 4 BAND to 0.09 LTC
1094,2021-04-20T15:56:14Z,Buy,BAND,2,USD,2.795,5.59,5.59,0.0,Bought 2 BAND for $5.59 USD
1095,2021-04-22T17:16:03Z,Sell,NU,21,USD,0.1702,3.57,3.63,0.05,Sold 21 NU for $3.63 USD
1096,2021-04-24T07:32:37Z,Buy,HONEY,81,USD,0.2105,17.05,17.05,0.0,Bought 81 HONEY for $17.05 USD
1097,2021-04-24T20:31:45Z,Buy,RONIN,37,USD,3.6,133.19,133.19,0.0,Bought 37 RONIN for $133.19 USD
1098,2021-04-25T00:14:00Z,Sell,BAND,63,USD,2.305,145.2,147.38,2.18,Sold 63 BAND for $147.38 USD
1099,2021-04-25T00:19:10Z,Recieve,RARE,14,USD,0.1118,1.56,1.56,0.0,Recieved 14 RARE from an external source
1100,2021-04-25T07:41:52Z,Recieve,RONIN,10,USD,3.499,34.99,34.99,0.0,Recieved 10 RONIN from an external source
1101,2021-04-25T13:07:11Z,Convert,HONEY,31,USD,0.7921,24.55,24.92,0.37,Converted 31 HONEY to 6.04 RONIN
1102,2021-04-25T14:26:38Z,Recieve,TRB,64,USD,435.53,27873.98,27873.98,0.0,Recieved 64 TRB from an external source
1103,2021-04-26T07:04:36Z,Convert,LTC,68,USD,96.97,6594.07,6692.98,98.91,Converted 68 LTC to 26264.57 SUPER
1104,2021-04-27T09:39:22Z,Convert,ASM,36,USD,0.04871,1.75,1.78,0.03,Converted 36 ASM to 0.7 RONIN
1105,2021-04-28T03:00:58Z,Buy,ASM,9,USD,0.08482,0.76,0.76,0.0,Bought 9 ASM for $0.76 USD
1106,2021-04-30T03:26:53Z,Convert,SUPER,2,USD,1.40879,2.82,2.86,0.04,Converted 2 SUPER to 64.1 ANKR
1107,2021-04-30T12:22:51Z,Recieve,BAND,69,USD,0.923,63.7,63.7,0.0,Recieved 69 BAND from an external source
1108,2021-04-30T19:32:43Z,Sell,LOOM,51,USD,0.0595,3.03,3.08,0.05,Sold 51 LOOM for $3.08 USD
1109,2021-04-30T21:42:05Z,Recieve,HONEY,18,USD,0.8809,15.86,15.86,0.0,Recieved 18 HONEY from an external source
1110,2021-05-01T01:07:08Z,Convert,RGT,92,USD,19.98,1838.09,1865.66,27.57,Converted 92 RGT to 440.85 RONIN
1111,2021-05-01T03:57:47Z,Recieve,ASM,62,USD,0.1411,8.75,8.75,0.0,Recieved 62 ASM from an external source
1112,2021-05-01T04:29:44Z,Recieve,NCT,95,USD,0.01031,0.98,0.98,0.0,Recieved 95 NCT from an external source
1113,2021-05-01T10:44:47Z,Recieve,DOGE,63,USD,0.12921,8.14,8.14,0.0,Recieved 63 DOGE from an external source
1114,2021-05-01T15:13:08Z,Buy,ASM,39,USD,0.0872,3.4,3.4,0.0,Bought 39 ASM for $3.4 USD
1115,2021-05-03T00:38:24Z,Convert,LOOM,94,USD,0.0854,8.03,8.15,0.12,Converted 94 LOOM to 218.73 NCT
1116,2021-05-05T00:21:13Z,Sell,RARE,20,USD,0.1558,3.12,3.16,0.05,Sold 20 RARE for $3.16 USD
1117,2021-05-06T14:00:24Z,Sell,SUPER,68,USD,0.46728,31.77,32.25,0.48,Sold 68 SUPER for $32.25 USD
1118,2021-05-06T16:13:55Z,Convert,RARE,39,USD,0.0853,3.33,3.38,0.05,Converted 39 RARE to 0.06 LTC
1119,2021-05-06T16:51:44Z,Buy,SUPER,82,USD,1.18214,96.94,96.94,0.0,Bought 82 SUPER for $96.94 USD
1120,2021-05-08T04:56:44Z,Buy,BAND,24,USD,0.927,22.25,22.25,0.0,Bought 24 BAND for $22.25 USD
1121,2021-05-09T09:00:04Z,Convert,SUPER,19,USD,0.31829,6.05,6.14,0.09,Converted 19 SUPER to 307.95 ANKR
1122,2021-05-10T07:21:09Z,Sell,LOOM,41,USD,0.14,5.74,5.83,0.09,Sold 41 LOOM for $5.83 USD
1123,2021-05-10T23:46:47Z,Sell,SPA,69,USD,0.012856,0.89,0.9,0.01,Sold 69 SPA for $0.9 USD
1124,2021-05-12T11:14:56Z,Buy,ANKR,67,USD,0.04122,2.76,2.76,0.0,Bought 67 ANKR for $2.76 USD
1125,2021-05-12T20:17:29Z,Buy,DOGE,98,USD,0.22792,22.34,22.34,0.0,Bought 98 DOGE for $22.34 USD
1126,2021-05-12T20:50:48Z,Convert,SUPER,24,USD,0.16642,3.99,4.05,0.06,Converted 24 SUPER to 33.54 ASM
1127,2021-05-14T03:29:40Z,Sell,LOOM,90,USD,0.0871,7.84,7.96,0.12,Sold 90 LOOM for $7.96 USD
1128,2021-05-14T18:35:15Z,Sell,LOOM,8,USD,0.0708,0.57,0.57,0.01,Sold 8 LOOM for $0.57 USD
1129,2021-05-15T05:17:45Z,Recieve,NCT,79,USD,0.02311,1.83,1.83,0.0,Recieved 79 NCT from an external source
1130,2021-05-15T23:35:50Z,Sell,SPA,26,USD,0.006512,0.17,0.17,0.0,Sold 26 SPA for $0.17 USD
1131,2021-05-16T02:48:50Z,Sell,LTC,72,USD,101.32,7294.97,7404.4,109.42,Sold 72 LTC for $7404.4 USD
1132,2021-05-16T05:15:46Z,Convert,RGT,80,USD,1.19,94.88,96.3,1.42,Converted 80 RGT to 370.21 HONEY
1133,2021-05-17T07:33:13Z,Convert,RARE,19,USD,0.1761,3.34,3.4,0.05,Converted 19 RARE to 24.89 ASM
1134,2021-05-17T10:43:26Z,Buy,HONEY,8,USD,0.5857,4.69,4.69,0.0,Bought 8 HONEY for $4.69 USD
1135,2021-05-18T12:31:01Z,Buy,RGT,81,USD,12.66,1025.18,1025.18,0.0,Bought 81 RGT for $1025.18 USD
1136,2021-05-18T21:40:52Z,Sell,BAND,6,USD,0.974,5.85,5.93,0.09,Sold 6 BAND for $5.93 USD
1137,2021-05-19T09:13:17Z,Buy,RGT,46,USD,22.87,1051.88,1051.88,0.0,Bought 46 RGT for $1051.88 USD
1138,2021-05-20T00:38:02Z,Recieve,ANKR,52,USD,0.03519,1.83,1.83,0.0,Recieved 52 ANKR from an external source
1139,2021-05-20T05:45:22Z,Convert,HONEY,86,USD,0.4472,38.45,39.03,0.58,Converted 86 HONEY to 191.35 RARE
1140,2021-05-20T19:30:37Z,Recieve,SPA,17,USD,0.003701,0.06,0.06,0.0,Recieved 17 SPA from an external source
1141,2021-05-21T17:13:17Z,Recieve,ASM,83,USD,0.16186,13.43,13.43,0.0,Recieved 83 ASM from an external source
1142,2021-05-21T18:51:10Z,Convert,ANKR,62,USD,0.02798,1.73,1.76,0.03,Converted 62 ANKR to 0.47 RONIN
1143,2021-05-23T05:36:11Z,Buy,NCT,48,USD,0.02927,1.4,1.4,0.0,Bought 48 NCT for $1.4 USD
1144,2021-05-23T20:01:11Z,Buy,NU,89,USD,0.4183,37.23,37.23,0.0,Bought 89 NU for $37.23 USD
1145,2021-05-23T21:04:34Z,Recieve,BAND,4,USD,1.393,5.57,5.57,0.0,Recieved 4 BAND from an external source
1146,2021-05-24T15:28:03Z,Convert,DOGE,28,USD,0.07013,1.96,1.99,0.03,Converted 28 DOGE to 39.29 LOOM
1147,2021-05-25T02:33:35Z,Buy,ASM,97,USD,0.12757,12.37,12.37,0.0,Bought 97 ASM for $12.37 USD
1148,2021-05-26T10:00:24Z,Sell,TRB,3,USD,265.47,796.41,808.36,11.95,Sold 3 TRB for $808.36 USD
1149,2021-05-26T12:13:02Z,Convert,NU,99,USD,0.1363,13.49,13.69,0.2,Converted 99 NU to 83.43 RARE
1150,2021-05-27T05:51:14Z,Sell,RARE,82,USD,0.0636,5.21,5.29,0.08,Sold 82 RARE for $5.29 USD
1151,2021-05-27T07:19:27Z,Buy,BAND,77,USD,0.973,74.9,74.9,0.0,Bought 77 BAND for $74.9 USD
1152,2021-05-27T18:04:23Z,Sell,HONEY,8,USD,0.6525,5.22,5.3,0.08,Sold 8 HONEY for $5.3 USD
1153,2021-05-28T10:57:48Z,Buy,ASM,20,USD,0.06193,1.24,1.24,0.0,Bought 20 ASM for $1.24 USD
1154,2021-05-29T05:47:24Z,Convert,BAND,26,USD,2.493,64.81,65.78,0.97,Converted 26 BAND to 62.19 SUPER
1155,2021-05-30T05:37:31Z,Recieve,RARE,72,USD,0.1266,9.11,9.11,0.0,Recieved 72 RARE from an external source
1156,2021-05-31T20:29:05Z,Buy,RGT,14,USD,27.16,380.29,380.29,0.0,Bought 14 RGT for $380.29 USD
1157,2021-05-31T21:06:15Z,Sell,RARE,80,USD,0.0803,6.42,6.52,0.1,Sold 80 RARE for $6.52 USD
1158,2021-06-01T06:53:24Z,Convert,RONIN,54,USD,2.61,140.93,143.04,2.11,Converted 54 RONIN to 110.58 BAND
1159,2021-06-02T03:18:15Z,Convert,BAND,97,USD,2.38,230.83,234.29,3.46,Converted 97 BAND to 4035.95 ASM
1160,2021-06-06T19:46:10Z,Recieve,RARE,60,USD,0.1802,10.81,10.81,0.0,Recieved 60 RARE from an external source
1161,2021-06-07T09:33:54Z,Convert,RGT,94,USD,27.54,2589.2,2628.04,38.84,Converted 94 RGT to 5.58 TRB
1162,2021-06-07T16:50:59Z,Recieve,SUPER,29,USD,1.17948,34.21,34.21,0.0,Recieved 29 SUPER from an external source
1163,2021-06-08T08:06:28Z,Convert,RARE,27,USD,0.1823,4.92,5.0,0.07,Converted 27 RARE to 13.08 NU
1164,2021-06-08T14:08:29Z,Sell,RGT,14,USD,9.81,137.37,139.43,2.06,Sold 14 RGT for $139.43 USD
1165,2021-06-09T04:11:08Z,Convert,TRB,21,USD,497.3,10443.37,10600.03,156.65,Converted 21 TRB to 554212.05 SPA
1166,2021-06-09T08:05:11Z,Recieve,SPA,98,USD,0.003795,0.37,0.37,0.0,Recieved 98 SPA from an external source
1167,2021-06-11T07:23:52Z,Buy,DOGE,0,USD,0.11493,0.0,0.0,0.0,Bought 0 DOGE for $0.0 USD
1168,2021-06-11T08:23:11Z,Sell,HONEY,96,USD,0.6952,66.74,67.74,1.0,Sold 96 HONEY for $67.74 USD
1169,2021-06-11T21:21:20Z,Sell,LOOM,56,USD,0.0832,4.66,4.73,0.07,Sold 56 LOOM for $4.73 USD
1170,2021-06-12T21:55:55Z,Convert,RONIN,61,USD,4.193,255.76,259.6,3.84,Converted 61 RONIN to 23831.47 NCT
1171,2021-06-13T02:39:12Z,Recieve,TRB,30,USD,194.62,5838.46,5838.46,0.0,Recieved 30 TRB from an external source
1172,2021-06-13T05:05:41Z,Sell,ANKR,34,USD,0.03074,1.05,1.06,0.02,Sold 34 ANKR for $1.06 USD
1173,2021-06-13T11:47:47Z,Convert,ANKR,68,USD,0.0647,4.4,4.47,0.07,Converted 68 ANKR to 0.18 RGT
1174,2021-06-13T15:32:00Z,Sell,TRB,57,USD,192.91,10995.93,11160.87,164.94,Sold 57 TRB for $11160.87 USD
1175,2021-06-13T17:19:14Z,Convert,SUPER,97,USD,0.27549,26.72,27.12,0.4,Converted 97 SUPER to 0.1 TRB
1176,2021-06-14T15:32:09Z,Convert,LTC,98,USD,75.14,7364.17,7474.63,110.46,Converted 98 LTC to 2161.1 RONIN
1177,2021-06-15T03:39:01Z,Recieve,LOOM,82,USD,0.0916,7.51,7.51,0.0,Recieved 82 LOOM from an external source
1178,2021-06-15T07:01:53Z,Convert,LTC,40,USD,79.31,3172.29,3219.87,47.58,Converted 40 LTC to 25488.11 NU
1179,2021-06-16T10:27:05Z,Recieve,RGT,39,USD,8.36,325.88,325.88,0.0,Recieved 39 RGT from an external source
1180,2021-06-16T12:26:24Z,Convert,SUPER,38,USD,1.3458,51.14,51.91,0.77,Converted 38 SUPER to 159.87 HONEY
1181,2021-06-16T16:46:05Z,Buy,RONIN,58,USD,4.412,255.92,255.92,0.0,Bought 58 RONIN for $255.92 USD
1182,2021-06-16T17:54:55Z,Recieve,SUPER,36,USD,1.5965,57.47,57.47,0.0,Recieved 36 SUPER from an external source
1183,2021-06-18T04:16:20Z,Sell,TRB,84,USD,166.56,13990.65,14200.51,209.86,Sold 84 TRB for $14200.51 USD
1184,2021-06-18T11:39:45Z,Recieve,LOOM,95,USD,0.1417,13.46,13.46,0.0,Recieved 95 LOOM from an external source
1185,2021-06-19T12:57:23Z,Buy,ANKR,39,USD,0.05477,2.14,2.14,0.0,Bought 39 ANKR for $2.14 USD
1186,2021-06-20T17:26:02Z,Convert,SUPER,10,USD,1.50894,15.09,15.32,0.23,Converted 10 SUPER to 0.22 LTC
1187,2021-06-21T01:17:31Z,Recieve,RARE,34,USD,0.1548,5.26,5.26,0.0,Recieved 34 RARE from an external source
1188,2021-06-21T11:32:12Z,Buy,LOOM,4,USD,0.0582,0.23,0.23,0.0,Bought 4 LOOM for $0.23 USD
1189,2021-06-21T16:00:51Z,Buy,BAND,24,USD,2.397,57.54,57.54,0.0,Bought 24 BAND for $57.54 USD
1190,2021-06-23T18:01:12Z,Convert,ASM,23,USD,0.15675,3.61,3.66,0.05,Converted 23 ASM to 19.48 DOGE
1191,2021-06-24T12:15:52Z,Convert,ANKR,2,USD,0.0519,0.1,0.11,0.0,Converted 2 ANKR to 0.81 LOOM
1192,2021-06-25T21:55:09Z,Recieve,RGT,76,USD,11.07,841.11,841.11,0.0,Recieved 76 RGT from an external source
1193,2021-06-26T05:09:29Z,Recieve,LTC,96,USD,64.82,6222.45,6222.45,0.0,Recieved 96 LTC from an external source
1194,2021-06-27T06:19:32Z,Convert,SUPER,81,USD,1.41949,114.98,116.7,1.72,Converted 81 SUPER to 3140.75 NCT
1195,2021-06-27T17:05:42Z,Sell,SUPER,71,USD,1.00343,71.24,72.31,1.07,Sold 71 SUPER for $72.31 USD
1196,2021-06-27T21:52:24Z,Convert,LOOM,35,USD,0.1494,5.23,5.31,0.08,Converted 35 LOOM to 76.51 ASM
1197,2021-06-30T09:59:36Z,Buy,RGT,5,USD,21.64,108.22,108.22,0.0,Bought 5 RGT for $108.22 USD
1198,2021-07-01T09:12:10Z,Buy,RGT,36,USD,31.0,1115.94,1115.94,0.0,Bought 36 RGT for $1115.94 USD
1199,2021-07-02T01:54:41Z,Buy,NU,13,USD,0.2143,2.79,2.79,0.0,Bought 13 NU for $2.79 USD
1200,2021-07-02T14:38:08Z,Sell,NU,26,USD,0.1575,4.1,4.16,0.06,Sold 26 NU for $4.16 USD
1201,2021-07-02T16:54:39Z,Recieve,NU,51,USD,0.2249,11.47,11.47,0.0,Recieved 51 NU from an external source
1202,2021-07-03T11:17:18Z,Buy,NCT,72,USD,0.04598,3.31,3.31,0.0,Bought 72 NCT for $3.31 USD
1203,2021-07-06T18:03:17Z,Recieve,NCT,77,USD,0.02702,2.08,2.08,0.0,Recieved 77 NCT from an external source
1204,2021-07-07T04:43:56Z,Sell,DOGE,29,USD,0.08586,2.49,2.53,0.04,Sold 29 DOGE for $2.53 USD
1205,2021-07-07T05:49:20Z,Buy,NCT,18,USD,0.01095,0.2,0.2,0.0,Bought 18 NCT for $0.2 USD
1206,2021-07-08T10:05:24Z,Sell,DOGE,33,USD,0.09015,2.98,3.02,0.04,Sold 33 DOGE for $3.02 USD
1207,2021-07-09T05:26:12Z,Recieve,ANKR,28,USD,0.02812,0.79,0.79,0.0,Recieved 28 ANKR from an external source
1208,2021-07-09T07:29:59Z,Recieve,DOGE,78,USD,0.12617,9.84,9.84,0.0,Recieved 78 DOGE from an external source
1209,2021-07-09T08:56:26Z,Convert,HONEY,23,USD,0.1715,3.95,4.0,0.06,Converted 23 HONEY to 19.8 DOGE
1210,2021-07-09T09:37:39Z,Convert,TRB,0,USD,509.99,0.0,0.0,0.0,Converted 0 TRB to 0.0 BAND
1211,2021-07-09T18:05:58Z,Recieve,TRB,45,USD,31.86,1433.83,1433.83,0.0,Recieved 45 TRB from an external source
1212,2021-07-10T06:21:03Z,Sell,LOOM,64,USD,0.0551,3.53,3.58,0.05,Sold 64 LOOM for $3.58 USD
1213,2021-07-10T18:08:26Z,Convert,RARE,12,USD,0.0531,0.64,0.65,0.01,Converted 12 RARE to 27.42 ANKR
1214,2021-07-12T02:32:23Z,Recieve,RONIN,7,USD,3.965,27.75,27.75,0.0,Recieved 7 RONIN from an external source
1215,2021-07-12T10:23:15Z,Recieve,NCT,75,USD,0.01202,0.9,0.9,0.0,Recieved 75 NCT from an external source
1216,2021-07-14T03:34:36Z,Buy,BAND,83,USD,0.894,74.17,74.17,0.0,Bought 83 BAND for $74.17 USD
1217,2021-07-14T04:39:52Z,Buy,HONEY,0,USD,0.7189,0.0,0.0,0.0,Bought 0 HONEY for $0.0 USD
1218,2021-07-14T06:06:48Z,Buy,DOGE,76,USD,0.22542,17.13,17.13,0.0,Bought 76 DOGE for $17.13 USD
1219,2021-07-14T18:33:12Z,Convert,RONIN,64,USD,2.685,171.86,174.43,2.58,Converted 64 RONIN to 2530.38 ANKR
1220,2021-07-15T09:41:06Z,Convert,SPA,58,USD,0.005508,0.32,0.32,0.0,Converted 58 SPA to 6.33 NCT
1221,2021-07-15T12:51:25Z,Recieve,HONEY,73,USD,0.3938,28.75,28.75,0.0,Recieved 73 HONEY from an external source
1222,2021-07-16T22:19:33Z,Recieve,DOGE,89,USD,0.18955,16.87,16.87,0.0,Recieved 89 DOGE from an external source
1223,2021-07-17T00:40:16Z,Buy,ANKR,70,USD,0.06711,4.7,4.7,0.0,Bought 70 ANKR for $4.7 USD
1224,2021-07-19T05:49:53Z,Convert,SPA,33,USD,0.009752,0.32,0.33,0.0,Converted 33 SPA to 1.34 NU
1225,2021-07-20T00:26:14Z,Convert,DOGE,85,USD,0.21999,18.7,18.98,0.28,Converted 85 DOGE to 153.9 LOOM
1226,2021-07-23T09:45:25Z,Convert,RARE,26,USD,0.1043,2.71,2.75,0.04,Converted 26 RARE to 12.71 DOGE
1227,2021-07-24T09:08:32Z,Convert,RARE,75,USD,0.2301,17.26,17.52,0.26,Converted 75 RARE to 509.48 NCT
1228,2021-07-24T18:44:44Z,Recieve,RONIN,48,USD,2.675,128.39,128.39,0.0,Recieved 48 RONIN from an external source
1229,2021-07-25T08:29:48Z,Convert,DOGE,25,USD,0.21505,5.38,5.46,0.08,Converted 25 DOGE to 1.22 RONIN
1230,2021-07-25T13:08:49Z,Buy,LOOM,95,USD,0.0457,4.34,4.34,0.0,Bought 95 LOOM for $4.34 USD
